latitude,longitude,valid_start_coordinate,has_start_location,distance_to_city_center_km,start_hour,start_dayofweek,start_weekofyear,is_weekend,is_peak_hour,is_night,hour_sin,hour_cos,day_sin,day_cos,report_lag_minutes_clipped,report_lag_hours_clipped,report_lag_is_negative,reporting_delay_minutes,text_length,description_char_length,description_word_count,has_non_ascii_text,has_kannada_text,has_accident_word,has_breakdown_word,has_water_word,has_construction_word,has_event_word,has_blocked_word,has_jam_word,has_location_hint_word,has_emergency_word,is_planned_event,is_public_or_vip_event,is_breakdown_event,is_accident_event,is_weather_or_visibility_event,is_road_condition_event,has_vehicle_type,is_truck,is_bus,is_heavy_vehicle,has_cargo_material,age_of_truck,truck_age_missing,past_count_event_cause,past_closure_rate_event_cause,past_count_corridor,past_closure_rate_corridor,past_count_zone,past_closure_rate_zone,past_count_junction,past_closure_rate_junction,past_count_police_station,past_closure_rate_police_station,past_count_location_grid,past_closure_rate_location_grid,past_count_event_cause_corridor,past_closure_rate_event_cause_corridor,cause_base_closure_rate,cause_severity_rank,corridor_is_major,priority_is_high,description_urgency_score,is_authenticated,location_grid_te,event_type_grouped_te,event_cause_grouped_te,direction_grouped_te,veh_type_grouped_te,corridor_grouped_te,priority_grouped_te,cargo_material_grouped_te,reason_breakdown_grouped_te,police_station_grouped_te,zone_grouped_te,junction_grouped_te,authenticated_grouped_te,truck_age_band_te,peak_period_te,event_cause_corridor_te,cause_peak_interaction_te,zone_cause_interaction_te,corridor_cause_interaction_te,cause_heavy_vehicle_interaction_te,corridor_peak_interaction_te,start_day_name_te,start_month_te,duration_band
12.9218755,77.6451585,1,1,7.783945016060283,9.0,1.0,5.0,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.97969965,0.0163283275,0,0.97969965,108,16,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,10.0,1,2594.0,0.04818812644564379,113.0,0.10619469026548672,690.0,0.06811594202898551,1628.0,0.06265356265356266,56.0,0.125,3748.0,0.07737459978655283,71.0,0.056338028169014086,0.04,8.0,1,1,2,1,0.08520562319828323,0.06585849806112416,0.04313466118571995,0.08228938002461476,0.04369984020186581,0.07474941971115504,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.08548863699216766,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.061800959630661456,0.04609424456987216,0.0410492154772101,0.03896133955391748,0.04609424456987216,0.043718702330457646,0.06688568657994744,0.07266190706978275,0.0753484796977677,short
12.95398,77.5852333,1,1,2.2065533035278726,10.0,1.0,5.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2.3931610333333335,0.03988601722222222,0,2.3931610333333335,151,48,7,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,10.0,1,2596.0,0.04815100154083205,1604.0,0.10162094763092269,692.0,0.06791907514450866,1965.0,0.08651399491094147,51.0,0.17647058823529413,3749.0,0.07735396105628167,888.0,0.07432432432432433,0.04,8.0,0,0,1,1,0.08520562319828323,0.06585849806112416,0.04313466118571995,0.08228938002461476,0.05779265038780586,0.12063454058365773,0.1203031665092578,0.08369892027259448,0.08369892027259448,0.1517136370433813,0.08751446543409466,0.08624067050042823,0.08372447762657816,0.08319618431871269,0.08105372493681995,0.06639746337156431,0.041314362890452365,0.03896133955391748,0.06639746337156431,0.043718702330457646,0.1183209539586886,0.07266190706978275,0.0753484796977677,short
12.9233517,77.5904883,1,1,5.383437591148558,1.0,4.0,10.0,0,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,4.58460465,0.0764100775,0,4.58460465,151,52,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,102.0,0.43137254901960786,2290.0,0.11179039301310044,2603.0,0.08336534767575873,3537.0,0.07690132880972575,121.0,0.05785123966942149,5473.0,0.08130824045313356,71.0,0.5070422535211268,0.39,3.0,0,0,2,1,0.08520562319828323,0.06585849806112416,0.364590257964511,0.08228938002461476,0.1418821896866274,0.12063454058365773,0.1203031665092578,0.08369892027259448,0.08369892027259448,0.10808337019642537,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.06625173251389521,0.40941783258306097,0.29816252941896204,0.3565916075114555,0.40941783258306097,0.364590257964511,0.09821371702188403,0.08139900000068029,0.0905979280249395,long
12.9071221,77.6286395,1,1,8.06296670078616,0.0,4.0,10.0,0,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,2.1776376166666664,0.03629396027777777,0,2.1776376166666664,168,81,10,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,10.0,1,3754.0,0.04635055940330314,248.0,0.05241935483870968,2601.0,0.08342945021145713,3535.0,0.07694483734087694,158.0,0.03164556962025317,5471.0,0.08133796380917566,140.0,0.04285714285714286,0.04,8.0,1,1,1,0,0.08520562319828323,0.06585849806112416,0.04313466118571995,0.08228938002461476,0.04369984020186581,0.059394332319684384,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.04897822897596485,0.08751446543409466,0.08281773072208967,0.07568113886292813,0.08319618431871269,0.06625173251389521,0.04240670500428239,0.045648704232007335,0.03896133955391748,0.04240670500428239,0.043718702330457646,0.07081987162740863,0.08139900000068029,0.0905979280249395,short
12.9463911,77.597326,1,1,2.8186236245654364,11.0,3.0,10.0,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.9469229833333334,0.015782049722222222,0,0.9469229833333334,97,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,71.0,0.4084507042253521,2216.0,0.10424187725631769,2469.0,0.0745240988254354,3403.0,0.07023214810461358,69.0,0.14492753623188406,5347.0,0.0770525528333645,49.0,0.4489795918367347,0.39,3.0,0,0,1,0,0.08520562319828323,0.06585849806112416,0.364590257964511,0.08228938002461476,0.1418821896866274,0.12063454058365773,0.1203031665092578,0.08369892027259448,0.08369892027259448,0.1517136370433813,0.08751446543409466,0.08281773072208967,0.07568113886292813,0.08319618431871269,0.08105372493681995,0.40941783258306097,0.36510461274929645,0.3565916075114555,0.40941783258306097,0.364590257964511,0.1183209539586886,0.08247190479713407,0.0905979280249395,long
12.9635109,77.6642122,1,1,7.596557556641041,13.0,1.0,5.0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,2.8982385166666664,0.04830397527777777,0,2.8982385166666664,94,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.0,1,306.0,0.016339869281045753,1.0,0.0,703.0,0.06827880512091039,1637.0,0.06291997556505803,146.0,0.03424657534246575,3759.0,0.07741420590582601,425.0,0.15058823529411763,0.02,10.0,0,0,1,1,0.08520562319828323,0.06585849806112416,0.027303952382462925,0.08228938002461476,0.1418821896866274,0.04962682001712957,0.1203031665092578,0.08369892027259448,0.08369892027259448,0.052381946293750585,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.08105372493681995,0.15632269215959,0.05112849268710477,0.04188369463374657,0.15632269215959,0.027303952382462925,0.20093468771048664,0.07266190706978275,0.0753484796977677,short
12.946469,77.6986754,1,1,11.618954693845717,17.0,1.0,5.0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.0486178166666666,0.01747696361111111,0,1.0486178166666666,131,29,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10.0,1,288.0,0.28125,114.0,0.10526315789473684,711.0,0.06751054852320675,1645.0,0.06261398176291794,147.0,0.034013605442176874,3767.0,0.077249800902575,431.0,0.14849187935034802,0.26,4.0,1,1,2,0,0.08520562319828323,0.3450328792773772,0.25388498235462054,0.08228938002461476,0.1418821896866274,0.07474941971115504,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.052381946293750585,0.08751446543409466,0.08281773072208967,0.07568113886292813,0.08319618431871269,0.1959167102321391,0.15632269215959,0.34135568334760796,0.19729827443931008,0.15632269215959,0.25388498235462054,0.20093468771048664,0.07266190706978275,0.0753484796977677,short
12.9936273,77.5844677,1,1,2.684117510191419,1.0,4.0,10.0,0,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,3.47463,0.0579105,0,3.47463,143,48,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,504.0,0.08531746031746032,456.0,0.06359649122807018,2609.0,0.08355691835952472,3543.0,0.07705334462320068,128.0,0.1328125,5479.0,0.08140171564154043,37.0,0.10810810810810811,0.09,6.0,1,1,1,1,0.08520562319828323,0.06585849806112416,0.08604991167792887,0.08228938002461476,0.1418821896866274,0.055439595313838255,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.10456437674816967,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.06625173251389521,0.09013663856453588,0.08024648788138326,0.09863510789699075,0.09013663856453588,0.08604991167792887,0.05171907500305885,0.08139900000068029,0.0905979280249395,medium
13.0262806,77.5442344,1,1,8.169852121780945,1.0,4.0,10.0,0,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,2.2233731666666667,0.03705621944444445,0,2.2233731666666667,131,35,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,505.0,0.08712871287128712,345.0,0.028985507246376812,2610.0,0.0839080459770115,3544.0,0.077313769751693,202.0,0.039603960396039604,8.0,0.0,26.0,0.038461538461538464,0.09,6.0,1,1,1,1,0.055140911130143966,0.06585849806112416,0.08604991167792887,0.08228938002461476,0.1418821896866274,0.029674879100115733,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.040262390325343476,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.06625173251389521,0.05525938096597585,0.08024648788138326,0.09863510789699075,0.05525938096597585,0.08604991167792887,0.028057753250460945,0.08139900000068029,0.0905979280249395,medium
12.9188682,77.6687736,1,1,9.949468545606411,2.0,2.0,5.0,0,0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.7345454666666666,0.02890909111111111,0,1.7345454666666666,181,73,12,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,10.0,1,2609.0,0.048677654273668075,116.0,0.10344827586206896,721.0,0.06934812760055478,1655.0,0.0634441087613293,45.0,0.08888888888888889,3776.0,0.07759533898305085,73.0,0.0547945205479452,0.04,8.0,1,1,2,1,0.08520562319828323,0.06585849806112416,0.04313466118571995,0.08228938002461476,0.0504554418454923,0.07474941971115504,0.059186035770920256,0.08369892027259448,0.08369892027259448,0.08969797656919123,0.08751446543409466,0.08281773072208967,0.08372447762657816,0.08319618431871269,0.06625173251389521,0.04609424456987216,0.045648704232007335,0.03896133955391748,0.04609424456987216,0.043718702330457646,0.06196954902520574,0.0731250752073194,0.0753484796977677,short
